,spg,ion,element,Z,oxidation number,charge,Oxidation State,count
9762,166.0,Te4.0,Te,52,4.0,1.0,4.0,1
9763,166.0,Te5.5,Te,52,5.5,1.0,5.5,1
9764,166.0,Te6.0,Te,52,6.0,1.0,6.0,2
9765,166.0,Th4.0,Th,90,4.0,1.0,4.0,6
9766,166.0,Ti2.5,Ti,22,2.5,1.0,2.5,2
9767,166.0,Ti3.0,Ti,22,3.0,1.0,3.0,1
9768,166.0,Ti3.25,Ti,22,3.25,1.0,3.25,1
9769,166.0,Ti3.5,Ti,22,3.5,1.0,3.5,3
9770,166.0,Ti3.75,Ti,22,3.75,1.0,3.75,1
9771,166.0,Ti4.0,Ti,22,4.0,1.0,4.0,7
9772,166.0,Tl1.0,Tl,81,1.0,1.0,1.0,42
9773,166.0,Tl3.0,Tl,81,3.0,1.0,3.0,3
9774,166.0,Tm3.0,Tm,69,3.0,1.0,3.0,10
9775,166.0,U3.0,U,92,3.0,1.0,3.0,9
9776,166.0,U3.5,U,92,3.5,1.0,3.5,1
9777,166.0,U4.0,U,92,4.0,1.0,4.0,4
9778,166.0,U5.0,U,92,5.0,1.0,5.0,1
9779,166.0,U6.0,U,92,6.0,1.0,6.0,4
9780,166.0,V3.0,V,23,3.0,1.0,3.0,3
9781,166.0,V5.0,V,23,5.0,1.0,5.0,4
9782,166.0,W6.0,W,74,6.0,1.0,6.0,3
9783,166.0,Y3.0,Y,39,3.0,1.0,3.0,18
9784,166.0,Yb2.0,Yb,70,2.0,1.0,2.0,1
9785,166.0,Zn2.0,Zn,30,2.0,1.0,2.0,11
9786,166.0,Zr2.0,Zr,40,2.0,1.0,2.0,2
9787,166.0,Zr2.8,Zr,40,2.8,1.0,2.8,1
9788,166.0,Zr3.0,Zr,40,3.0,1.0,3.0,3
9789,166.0,Zr3.25,Zr,40,3.25,1.0,3.25,1
9790,166.0,Zr3.5,Zr,40,3.5,1.0,3.5,2
9791,166.0,Zr3.75,Zr,40,3.75,1.0,3.75,1
9792,166.0,Zr4.0,Zr,40,4.0,1.0,4.0,8
9793,167.0,Ag1.0,Ag,47,1.0,1.0,1.0,2
9794,167.0,Ag1.5,Ag,47,1.5,1.0,1.5,1
9795,167.0,Al3.0,Al,13,3.0,1.0,3.0,11
9796,167.0,As-3.0,As,33,3.0,-1.0,-3.0,1
9797,167.0,As5.0,As,33,5.0,1.0,5.0,5
9798,167.0,Au1.0,Au,79,1.0,1.0,1.0,2
9799,167.0,Au3.0,Au,79,3.0,1.0,3.0,1
9800,167.0,B3.0,B,5,3.0,1.0,3.0,32
9801,167.0,Ba2.0,Ba,56,2.0,1.0,2.0,25
9802,167.0,Be2.0,Be,4,2.0,1.0,2.0,1
9803,167.0,Bi5.0,Bi,83,5.0,1.0,5.0,2
9804,167.0,Br-1.0,Br,35,1.0,-1.0,-1.0,13
9805,167.0,C4.0,C,6,4.0,1.0,4.0,15
9806,167.0,Ca2.0,Ca,20,2.0,1.0,2.0,13
9807,167.0,Cd2.0,Cd,48,2.0,1.0,2.0,7
9808,167.0,Ce3.0,Ce,58,3.0,1.0,3.0,1
9809,167.0,Ce3.4,Ce,58,3.4,1.0,3.4,1
9810,167.0,Cl-1.0,Cl,17,1.0,-1.0,-1.0,20
9811,167.0,Co2.0,Co,27,2.0,1.0,2.0,1
9812,167.0,Co3.0,Co,27,3.0,1.0,3.0,3
9813,167.0,Cr3.0,Cr,24,3.0,1.0,3.0,4
9814,167.0,Cs1.0,Cs,55,1.0,1.0,1.0,22
9815,167.0,Cu3.0,Cu,29,3.0,1.0,3.0,1
9816,167.0,Dy3.0,Dy,66,3.0,1.0,3.0,1
9817,167.0,Er3.0,Er,68,3.0,1.0,3.0,3
9818,167.0,Eu2.0,Eu,63,2.0,1.0,2.0,2
9819,167.0,Eu3.0,Eu,63,3.0,1.0,3.0,1
9820,167.0,F-1.0,F,9,1.0,-1.0,-1.0,16
9821,167.0,Fe2.0,Fe,26,2.0,1.0,2.0,1
9822,167.0,Fe3.0,Fe,26,3.0,1.0,3.0,6
9823,167.0,Ga3.0,Ga,31,3.0,1.0,3.0,2
9824,167.0,Gd3.0,Gd,64,3.0,1.0,3.0,1
9825,167.0,Ge4.0,Ge,32,4.0,1.0,4.0,2
9826,167.0,H-0.3333333333333333,H,1,0.3333333333333333,-1.0,-0.3333333333333333,1
9827,167.0,H-1.0,H,1,1.0,-1.0,-1.0,2
9828,167.0,H1.0,H,1,1.0,1.0,1.0,4
9829,167.0,Hf4.0,Hf,72,4.0,1.0,4.0,6
9830,167.0,Hg2.0,Hg,80,2.0,1.0,2.0,1
9831,167.0,Ho3.0,Ho,67,3.0,1.0,3.0,4
9832,167.0,I-1.0,I,53,1.0,-1.0,-1.0,4
9833,167.0,In3.0,In,49,3.0,1.0,3.0,8
9834,167.0,Ir3.0,Ir,77,3.0,1.0,3.0,6
9835,167.0,Ir3.3333333333333335,Ir,77,3.3333333333333335,1.0,3.3333333333333335,2
9836,167.0,Ir4.0,Ir,77,4.0,1.0,4.0,6
9837,167.0,Ir5.0,Ir,77,5.0,1.0,5.0,4
9838,167.0,K1.0,K,19,1.0,1.0,1.0,15
9839,167.0,La3.0,La,57,3.0,1.0,3.0,7
9840,167.0,Li1.0,Li,3,1.0,1.0,1.0,12
9841,167.0,Lu3.0,Lu,71,3.0,1.0,3.0,4
9842,167.0,Mg2.0,Mg,12,2.0,1.0,2.0,5
9843,167.0,Mn2.0,Mn,25,2.0,1.0,2.0,5
9844,167.0,Mo3.0,Mo,42,3.0,1.0,3.0,2
9845,167.0,Mo5.833333333333333,Mo,42,5.833333333333333,1.0,5.833333333333333,1
9846,167.0,Mo6.0,Mo,42,6.0,1.0,6.0,5
9847,167.0,N-3.0,N,7,3.0,-1.0,-3.0,15
9848,167.0,N5.0,N,7,5.0,1.0,5.0,7
9849,167.0,Na1.0,Na,11,1.0,1.0,1.0,29
9850,167.0,Nb4.5,Nb,41,4.5,1.0,4.5,1
9851,167.0,Nb5.0,Nb,41,5.0,1.0,5.0,4
9852,167.0,Nd3.0,Nd,60,3.0,1.0,3.0,5
9853,167.0,Ni2.0,Ni,28,2.0,1.0,2.0,2
9854,167.0,Ni3.0,Ni,28,3.0,1.0,3.0,3
9855,167.0,Ni3.4285714285714284,Ni,28,3.4285714285714284,1.0,3.4285714285714284,1
9856,167.0,Np6.0,Np,93,6.0,1.0,6.0,2
9857,167.0,O-2.0,O,8,2.0,-1.0,-2.0,150
9858,167.0,Os-2.0,Os,76,2.0,-1.0,-2.0,1
9859,167.0,Os5.0,Os,76,5.0,1.0,5.0,1
9860,167.0,P-3.0,P,15,3.0,-1.0,-3.0,2
9861,167.0,P5.0,P,15,5.0,1.0,5.0,15
9862,167.0,Pa3.0,Pa,91,3.0,1.0,3.0,1
9863,167.0,Pb2.0,Pb,82,2.0,1.0,2.0,7
9864,167.0,Pd3.0,Pd,46,3.0,1.0,3.0,1
9865,167.0,Pd4.0,Pd,46,4.0,1.0,4.0,3
9866,167.0,Pm3.0,Pm,61,3.0,1.0,3.0,1
9867,167.0,Pr3.0,Pr,59,3.0,1.0,3.0,3
9868,167.0,Pt4.0,Pt,78,4.0,1.0,4.0,6
9869,167.0,Rb1.0,Rb,37,1.0,1.0,1.0,18
9870,167.0,Re3.0,Re,75,3.0,1.0,3.0,1
9871,167.0,Re4.0,Re,75,4.0,1.0,4.0,1
9872,167.0,Re6.0,Re,75,6.0,1.0,6.0,1
9873,167.0,Re7.0,Re,75,7.0,1.0,7.0,2
9874,167.0,Rh3.0,Rh,45,3.0,1.0,3.0,16
9875,167.0,Rh3.75,Rh,45,3.75,1.0,3.75,1
9876,167.0,Rh4.0,Rh,45,4.0,1.0,4.0,3
9877,167.0,Ru2.0,Ru,44,2.0,1.0,2.0,2
9878,167.0,Ru3.0,Ru,44,3.0,1.0,3.0,1
9879,167.0,Ru4.5,Ru,44,4.5,1.0,4.5,1
9880,167.0,Ru5.0,Ru,44,5.0,1.0,5.0,6
9881,167.0,S-2.0,S,16,2.0,-1.0,-2.0,16
9882,167.0,S6.0,S,16,6.0,1.0,6.0,3
9883,167.0,Sb0.0,Sb,51,0.0,0.0,0.0,1
9884,167.0,Sb5.0,Sb,51,5.0,1.0,5.0,3
9885,167.0,Sc3.0,Sc,21,3.0,1.0,3.0,10
9886,167.0,Se-2.0,Se,34,2.0,-1.0,-2.0,4
9887,167.0,Se4.0,Se,34,4.0,1.0,4.0,1
9888,167.0,Se6.0,Se,34,6.0,1.0,6.0,1
9889,167.0,Si-1.7142857142857142,Si,14,1.7142857142857142,-1.0,-1.7142857142857142,4
9890,167.0,Si4.0,Si,14,4.0,1.0,4.0,3
9891,167.0,Sm3.0,Sm,62,3.0,1.0,3.0,3
9892,167.0,Sr2.0,Sr,38,2.0,1.0,2.0,43
9893,167.0,Ta5.0,Ta,73,5.0,1.0,5.0,5
9894,167.0,Tb3.0,Tb,65,3.0,1.0,3.0,2
9895,167.0,Tc3.0,Tc,43,3.0,1.0,3.0,1
9896,167.0,Te-2.0,Te,52,2.0,-1.0,-2.0,1
9897,167.0,Te0.0,Te,52,0.0,0.0,0.0,6
9898,167.0,Te4.0,Te,52,4.0,1.0,4.0,1
9899,167.0,Ti3.0,Ti,22,3.0,1.0,3.0,2
9900,167.0,Ti4.0,Ti,22,4.0,1.0,4.0,4
9901,167.0,Tl1.0,Tl,81,1.0,1.0,1.0,1
9902,167.0,Tl3.0,Tl,81,3.0,1.0,3.0,1
9903,167.0,Tm3.0,Tm,69,3.0,1.0,3.0,1
9904,167.0,U3.0,U,92,3.0,1.0,3.0,1
9905,167.0,U4.0,U,92,4.0,1.0,4.0,3
9906,167.0,U5.0,U,92,5.0,1.0,5.0,1
9907,167.0,U6.0,U,92,6.0,1.0,6.0,3
9908,167.0,V3.0,V,23,3.0,1.0,3.0,4
9909,167.0,Y3.0,Y,39,3.0,1.0,3.0,4
9910,167.0,Yb2.0,Yb,70,2.0,1.0,2.0,2
9911,167.0,Yb3.0,Yb,70,3.0,1.0,3.0,3
9912,167.0,Zn2.0,Zn,30,2.0,1.0,2.0,4
9913,167.0,Zr2.0,Zr,40,2.0,1.0,2.0,1
9914,167.0,Zr2.142857142857143,Zr,40,2.142857142857143,1.0,2.142857142857143,1
9915,167.0,Zr3.857142857142857,Zr,40,3.857142857142857,1.0,3.857142857142857,1
9916,167.0,Zr4.0,Zr,40,4.0,1.0,4.0,11
9917,169.0,Al3.0,Al,13,3.0,1.0,3.0,3
9918,169.0,F-1.0,F,9,1.0,-1.0,-1.0,1
9919,169.0,Ga3.0,Ga,31,3.0,1.0,3.0,2
9920,169.0,In3.0,In,49,3.0,1.0,3.0,5
9921,169.0,O-2.0,O,8,2.0,-1.0,-2.0,1
9922,169.0,Os8.0,Os,76,8.0,1.0,8.0,1
9923,169.0,S-2.0,S,16,2.0,-1.0,-2.0,3
9924,169.0,Se-2.0,Se,34,2.0,-1.0,-2.0,3
9925,172.0,Ca2.0,Ca,20,2.0,1.0,2.0,1
9926,172.0,K1.0,K,19,1.0,1.0,1.0,1
9927,172.0,Nd3.0,Nd,60,3.0,1.0,3.0,1
9928,172.0,O-2.0,O,8,2.0,-1.0,-2.0,1
9929,172.0,P5.0,P,15,5.0,1.0,5.0,1
9930,173.0,Ag1.0,Ag,47,1.0,1.0,1.0,12
9931,173.0,Al3.0,Al,13,3.0,1.0,3.0,10
9932,173.0,As5.0,As,33,5.0,1.0,5.0,5
9933,173.0,B3.0,B,5,3.0,1.0,3.0,6
9934,173.0,Ba2.0,Ba,56,2.0,1.0,2.0,5
9935,173.0,Be2.0,Be,4,2.0,1.0,2.0,1
9936,173.0,Br-1.0,Br,35,1.0,-1.0,-1.0,1
9937,173.0,C-3.0,C,6,3.0,-1.0,-3.0,1
9938,173.0,Ca2.0,Ca,20,2.0,1.0,2.0,5
9939,173.0,Cd2.0,Cd,48,2.0,1.0,2.0,1
9940,173.0,Ce3.0,Ce,58,3.0,1.0,3.0,9
9941,173.0,Cl-1.0,Cl,17,1.0,-1.0,-1.0,3
9942,173.0,Co2.0,Co,27,2.0,1.0,2.0,1
9943,173.0,Cr2.0,Cr,24,2.0,1.0,2.0,1
9944,173.0,Cs1.0,Cs,55,1.0,1.0,1.0,2
9945,173.0,Cu1.0,Cu,29,1.0,1.0,1.0,50
9946,173.0,Dy3.0,Dy,66,3.0,1.0,3.0,4
9947,173.0,Er3.0,Er,68,3.0,1.0,3.0,2
9948,173.0,F-1.0,F,9,1.0,-1.0,-1.0,4
9949,173.0,Fe2.0,Fe,26,2.0,1.0,2.0,1
9950,173.0,Ga3.0,Ga,31,3.0,1.0,3.0,5
9951,173.0,Gd3.0,Gd,64,3.0,1.0,3.0,9
9952,173.0,Ge4.0,Ge,32,4.0,1.0,4.0,23
9953,173.0,H1.0,H,1,1.0,1.0,1.0,7
9954,173.0,Ho3.0,Ho,67,3.0,1.0,3.0,2
9955,173.0,I-1.0,I,53,1.0,-1.0,-1.0,1
9956,173.0,I5.0,I,53,5.0,1.0,5.0,3
9957,173.0,In3.0,In,49,3.0,1.0,3.0,1
9958,173.0,K1.0,K,19,1.0,1.0,1.0,10
9959,173.0,La3.0,La,57,3.0,1.0,3.0,19
9960,173.0,Li1.0,Li,3,1.0,1.0,1.0,1
9961,173.0,Mg2.0,Mg,12,2.0,1.0,2.0,1
9962,173.0,Mn2.0,Mn,25,2.0,1.0,2.0,3
9963,173.0,Mo6.0,Mo,42,6.0,1.0,6.0,2
9964,173.0,N-3.0,N,7,3.0,-1.0,-3.0,3
9965,173.0,Na1.0,Na,11,1.0,1.0,1.0,7
9966,173.0,Nb3.2,Nb,41,3.2,1.0,3.2,1
9967,173.0,Nd3.0,Nd,60,3.0,1.0,3.0,12
9968,173.0,O-2.0,O,8,2.0,-1.0,-2.0,51
9969,173.0,P3.0,P,15,3.0,1.0,3.0,1
9970,173.0,P5.0,P,15,5.0,1.0,5.0,10
9971,173.0,Pb2.0,Pb,82,2.0,1.0,2.0,7
9972,173.0,Pr3.0,Pr,59,3.0,1.0,3.0,12
9973,173.0,Rb1.0,Rb,37,1.0,1.0,1.0,4
9974,173.0,S-2.0,S,16,2.0,-1.0,-2.0,43
9975,173.0,S6.0,S,16,6.0,1.0,6.0,2
9976,173.0,Sb3.0,Sb,51,3.0,1.0,3.0,1
9977,173.0,Se-2.0,Se,34,2.0,-1.0,-2.0,26
9978,173.0,Se4.0,Se,34,4.0,1.0,4.0,7
9979,173.0,Si4.0,Si,14,4.0,1.0,4.0,39
9980,173.0,Sm3.0,Sm,62,3.0,1.0,3.0,7
9981,173.0,Sn2.0,Sn,50,2.0,1.0,2.0,1
9982,173.0,Sn4.0,Sn,50,4.0,1.0,4.0,11
9983,173.0,Sr2.0,Sr,38,2.0,1.0,2.0,3
9984,173.0,Tb3.0,Tb,65,3.0,1.0,3.0,5
9985,173.0,Tl1.0,Tl,81,1.0,1.0,1.0,3
9986,173.0,Tm3.0,Tm,69,3.0,1.0,3.0,1
9987,173.0,U4.0,U,92,4.0,1.0,4.0,2
9988,173.0,V2.0,V,23,2.0,1.0,2.0,2
9989,173.0,V5.0,V,23,5.0,1.0,5.0,8
9990,173.0,W3.3333333333333335,W,74,3.3333333333333335,1.0,3.3333333333333335,1
9991,173.0,W6.0,W,74,6.0,1.0,6.0,7
9992,173.0,Y3.0,Y,39,3.0,1.0,3.0,3
9993,173.0,Zn2.0,Zn,30,2.0,1.0,2.0,2
9994,174.0,As-3.0,As,33,3.0,-1.0,-3.0,19
9995,174.0,Au-0.8235294117647058,Au,79,0.8235294117647058,-1.0,-0.8235294117647058,6
9996,174.0,B-1.0,B,5,1.0,-1.0,-1.0,1
9997,174.0,B3.0,B,5,3.0,1.0,3.0,2
9998,174.0,Ba2.0,Ba,56,2.0,1.0,2.0,2
9999,174.0,Bi3.0,Bi,83,3.0,1.0,3.0,1
10000,174.0,Br-1.0,Br,35,1.0,-1.0,-1.0,1
10001,174.0,C4.0,C,6,4.0,1.0,4.0,1
10002,174.0,Ca2.0,Ca,20,2.0,1.0,2.0,5
10003,174.0,Cd2.0,Cd,48,2.0,1.0,2.0,1
10004,174.0,Ce3.0,Ce,58,3.0,1.0,3.0,5
10005,174.0,Cl-1.0,Cl,17,1.0,-1.0,-1.0,4
10006,174.0,Co1.0833333333333333,Co,27,1.0833333333333333,1.0,1.0833333333333333,1
10007,174.0,Co1.2333333333333334,Co,27,1.2333333333333334,1.0,1.2333333333333334,1
10008,174.0,Co1.25,Co,27,1.25,1.0,1.25,11
10009,174.0,Co1.4166666666666667,Co,27,1.4166666666666667,1.0,1.4166666666666667,7
10010,174.0,Co1.5833333333333333,Co,27,1.5833333333333333,1.0,1.5833333333333333,1
10011,174.0,Dy3.0,Dy,66,3.0,1.0,3.0,4
10012,174.0,Er3.0,Er,68,3.0,1.0,3.0,5
10013,174.0,Eu2.0,Eu,63,2.0,1.0,2.0,1
10014,174.0,Ga3.0,Ga,31,3.0,1.0,3.0,1
10015,174.0,H-1.0,H,1,1.0,-1.0,-1.0,3
10016,174.0,Hg2.0,Hg,80,2.0,1.0,2.0,1
10017,174.0,Ho3.0,Ho,67,3.0,1.0,3.0,4
10018,174.0,K1.0,K,19,1.0,1.0,1.0,1
10019,174.0,La2.0,La,57,2.0,1.0,2.0,1
10020,174.0,La3.0,La,57,3.0,1.0,3.0,1
10021,174.0,Li1.0,Li,3,1.0,1.0,1.0,7
10022,174.0,Lu3.0,Lu,71,3.0,1.0,3.0,3
10023,174.0,Mg2.0,Mg,12,2.0,1.0,2.0,1
10024,174.0,Mn2.0,Mn,25,2.0,1.0,2.0,2
10025,174.0,Na1.0,Na,11,1.0,1.0,1.0,2
10026,174.0,Nb2.0,Nb,41,2.0,1.0,2.0,1
10027,174.0,Nb2.5,Nb,41,2.5,1.0,2.5,1
10028,174.0,Nd3.0,Nd,60,3.0,1.0,3.0,4
10029,174.0,Ni1.05,Ni,28,1.05,1.0,1.05,8
10030,174.0,Ni1.25,Ni,28,1.25,1.0,1.25,20
10031,174.0,Ni1.3214285714285714,Ni,28,1.3214285714285714,1.0,1.3214285714285714,1
10032,174.0,Ni1.35,Ni,28,1.35,1.0,1.35,4
10033,174.0,Ni1.4166666666666667,Ni,28,1.4166666666666667,1.0,1.4166666666666667,7
10034,174.0,Ni1.5833333333333333,Ni,28,1.5833333333333333,1.0,1.5833333333333333,1
10035,174.0,Ni1.7777777777777777,Ni,28,1.7777777777777777,1.0,1.7777777777777777,2
10036,174.0,O-2.0,O,8,2.0,-1.0,-2.0,7
10037,174.0,Os8.0,Os,76,8.0,1.0,8.0,1
10038,174.0,P-2.5789473684210527,P,15,2.5789473684210527,-1.0,-2.5789473684210527,1
10039,174.0,P-3.0,P,15,3.0,-1.0,-3.0,44
10040,174.0,Pb2.0,Pb,82,2.0,1.0,2.0,2
10041,174.0,Pr3.0,Pr,59,3.0,1.0,3.0,4
10042,174.0,Pt-2.0,Pt,78,2.0,-1.0,-2.0,1
10043,174.0,Rb1.0,Rb,37,1.0,1.0,1.0,1
10044,174.0,S-2.0,S,16,2.0,-1.0,-2.0,4
10045,174.0,Sc2.0,Sc,21,2.0,1.0,2.0,2
10046,174.0,Sc2.8,Sc,21,2.8,1.0,2.8,1
10047,174.0,Si0.5714285714285714,Si,14,0.5714285714285714,1.0,0.5714285714285714,1
10048,174.0,Si4.0,Si,14,4.0,1.0,4.0,2
10049,174.0,Sm2.0,Sm,62,2.0,1.0,2.0,4
10050,174.0,Sm3.0,Sm,62,3.0,1.0,3.0,3
10051,174.0,Sr2.0,Sr,38,2.0,1.0,2.0,2
10052,174.0,Tb3.0,Tb,65,3.0,1.0,3.0,4
10053,174.0,Te-2.0,Te,52,2.0,-1.0,-2.0,2
10054,174.0,Ti4.0,Ti,22,4.0,1.0,4.0,1
10055,174.0,Tl1.0,Tl,81,1.0,1.0,1.0,2
10056,174.0,Tm3.0,Tm,69,3.0,1.0,3.0,3
10057,174.0,U3.0,U,92,3.0,1.0,3.0,3
10058,174.0,U3.4285714285714284,U,92,3.4285714285714284,1.0,3.4285714285714284,1
10059,174.0,U4.666666666666667,U,92,4.666666666666667,1.0,4.666666666666667,1
10060,174.0,Y3.0,Y,39,3.0,1.0,3.0,3
10061,174.0,Yb2.0,Yb,70,2.0,1.0,2.0,6
10062,174.0,Zr2.0,Zr,40,2.0,1.0,2.0,3
10063,174.0,Zr2.5833333333333335,Zr,40,2.5833333333333335,1.0,2.5833333333333335,1
10064,176.0,Ac3.0,Ac,89,3.0,1.0,3.0,2
10065,176.0,Ag2.0,Ag,47,2.0,1.0,2.0,5
10066,176.0,Al3.0,Al,13,3.0,1.0,3.0,1
10067,176.0,As-3.0,As,33,3.0,-1.0,-3.0,1
10068,176.0,As3.0,As,33,3.0,1.0,3.0,1
10069,176.0,As5.0,As,33,5.0,1.0,5.0,6
10070,176.0,B-3.0,B,5,3.0,-1.0,-3.0,2
10071,176.0,B3.0,B,5,3.0,1.0,3.0,14
10072,176.0,Ba2.0,Ba,56,2.0,1.0,2.0,24
10073,176.0,Bi3.0,Bi,83,3.0,1.0,3.0,1
10074,176.0,Br-1.0,Br,35,1.0,-1.0,-1.0,12
10075,176.0,C-0.6666666666666666,C,6,0.6666666666666666,-1.0,-0.6666666666666666,1
10076,176.0,C-2.1666666666666665,C,6,2.1666666666666665,-1.0,-2.1666666666666665,1
10077,176.0,C-2.3333333333333335,C,6,2.3333333333333335,-1.0,-2.3333333333333335,1
10078,176.0,C-4.0,C,6,4.0,-1.0,-4.0,1
10079,176.0,C0.0,C,6,0.0,0.0,0.0,1
10080,176.0,C0.6666666666666666,C,6,0.6666666666666666,1.0,0.6666666666666666,2
10081,176.0,C4.0,C,6,4.0,1.0,4.0,6
10082,176.0,Ca2.0,Ca,20,2.0,1.0,2.0,11
10083,176.0,Cd2.0,Cd,48,2.0,1.0,2.0,5
10084,176.0,Ce3.0,Ce,58,3.0,1.0,3.0,4
10085,176.0,Ce3.3333333333333335,Ce,58,3.3333333333333335,1.0,3.3333333333333335,1
10086,176.0,Cl-1.0,Cl,17,1.0,-1.0,-1.0,40
10087,176.0,Co1.0,Co,27,1.0,1.0,1.0,2
10088,176.0,Co1.9333333333333333,Co,27,1.9333333333333333,1.0,1.9333333333333333,1
10089,176.0,Co3.4285714285714284,Co,27,3.4285714285714284,1.0,3.4285714285714284,1
10090,176.0,Cr3.0,Cr,24,3.0,1.0,3.0,2
10091,176.0,Cr5.0,Cr,24,5.0,1.0,5.0,2
10092,176.0,Cs1.0,Cs,55,1.0,1.0,1.0,4
10093,176.0,Dy3.0,Dy,66,3.0,1.0,3.0,1
10094,176.0,Eu2.0,Eu,63,2.0,1.0,2.0,2
10095,176.0,Eu2.2,Eu,63,2.2,1.0,2.2,1
10096,176.0,Eu2.6,Eu,63,2.6,1.0,2.6,1
10097,176.0,Eu2.8,Eu,63,2.8,1.0,2.8,1
10098,176.0,Eu3.0,Eu,63,3.0,1.0,3.0,2
10099,176.0,F-1.0,F,9,1.0,-1.0,-1.0,30
10100,176.0,Fe3.0,Fe,26,3.0,1.0,3.0,4
10101,176.0,Ga3.0,Ga,31,3.0,1.0,3.0,4
10102,176.0,Gd3.0,Gd,64,3.0,1.0,3.0,4
10103,176.0,Ge3.6666666666666665,Ge,32,3.6666666666666665,1.0,3.6666666666666665,1
10104,176.0,Ge4.0,Ge,32,4.0,1.0,4.0,4
10105,176.0,H-0.3333333333333333,H,1,0.3333333333333333,-1.0,-0.3333333333333333,1
10106,176.0,H1.0,H,1,1.0,1.0,1.0,4
10107,176.0,Hf4.0,Hf,72,4.0,1.0,4.0,3
10108,176.0,Hg2.0,Hg,80,2.0,1.0,2.0,3
10109,176.0,Ho3.0,Ho,67,3.0,1.0,3.0,1
10110,176.0,I-1.0,I,53,1.0,-1.0,-1.0,1
10111,176.0,Ir3.0,Ir,77,3.0,1.0,3.0,2
10112,176.0,Ir3.3333333333333335,Ir,77,3.3333333333333335,1.0,3.3333333333333335,1
10113,176.0,Ir5.0,Ir,77,5.0,1.0,5.0,1
10114,176.0,K1.0,K,19,1.0,1.0,1.0,4
10115,176.0,La3.0,La,57,3.0,1.0,3.0,8
10116,176.0,Li1.0,Li,3,1.0,1.0,1.0,1
10117,176.0,Lu3.0,Lu,71,3.0,1.0,3.0,1
10118,176.0,Mg2.0,Mg,12,2.0,1.0,2.0,2
10119,176.0,Mn2.0,Mn,25,2.0,1.0,2.0,3
10120,176.0,Mn3.0,Mn,25,3.0,1.0,3.0,2
10121,176.0,Mn5.0,Mn,25,5.0,1.0,5.0,1
10122,176.0,Mo3.0,Mo,42,3.0,1.0,3.0,1
10123,176.0,Mo6.0,Mo,42,6.0,1.0,6.0,1
10124,176.0,N-3.0,N,7,3.0,-1.0,-3.0,28
10125,176.0,Na1.0,Na,11,1.0,1.0,1.0,6
10126,176.0,Nb2.6666666666666665,Nb,41,2.6666666666666665,1.0,2.6666666666666665,3
10127,176.0,Nb3.0,Nb,41,3.0,1.0,3.0,1
10128,176.0,Nb5.0,Nb,41,5.0,1.0,5.0,2
10129,176.0,Nd3.0,Nd,60,3.0,1.0,3.0,2
10130,176.0,Ni1.1785714285714286,Ni,28,1.1785714285714286,1.0,1.1785714285714286,1
10131,176.0,Np3.0,Np,93,3.0,1.0,3.0,1
10132,176.0,O-2.0,O,8,2.0,-1.0,-2.0,87
10133,176.0,Os3.0,Os,76,3.0,1.0,3.0,2
10134,176.0,P-3.0,P,15,3.0,-1.0,-3.0,1
10135,176.0,P5.0,P,15,5.0,1.0,5.0,14
10136,176.0,Pb2.0,Pb,82,2.0,1.0,2.0,12
10137,176.0,Pr3.0,Pr,59,3.0,1.0,3.0,6
10138,176.0,Pu3.0,Pu,94,3.0,1.0,3.0,1
10139,176.0,Rb1.0,Rb,37,1.0,1.0,1.0,4
10140,176.0,Re3.0,Re,75,3.0,1.0,3.0,2
10141,176.0,Re7.0,Re,75,7.0,1.0,7.0,1
10142,176.0,Rh3.0,Rh,45,3.0,1.0,3.0,2
10143,176.0,Ru3.0,Ru,44,3.0,1.0,3.0,1
10144,176.0,Ru6.0,Ru,44,6.0,1.0,6.0,1
10145,176.0,S-2.0,S,16,2.0,-1.0,-2.0,3
10146,176.0,S6.0,S,16,6.0,1.0,6.0,2
10147,176.0,Sb-1.5,Sb,51,1.5,-1.0,-1.5,1
10148,176.0,Sb3.0,Sb,51,3.0,1.0,3.0,1
10149,176.0,Sc2.0,Sc,21,2.0,1.0,2.0,1
10150,176.0,Sc3.0,Sc,21,3.0,1.0,3.0,2
10151,176.0,Se-2.0,Se,34,2.0,-1.0,-2.0,6
10152,176.0,Se4.0,Se,34,4.0,1.0,4.0,1
10153,176.0,Si-4.0,Si,14,4.0,-1.0,-4.0,1
10154,176.0,Si4.0,Si,14,4.0,1.0,4.0,10
10155,176.0,Sm2.0,Sm,62,2.0,1.0,2.0,1
10156,176.0,Sm3.0,Sm,62,3.0,1.0,3.0,3
10157,176.0,Sn4.0,Sn,50,4.0,1.0,4.0,2
10158,176.0,Sr2.0,Sr,38,2.0,1.0,2.0,22
10159,176.0,Ta5.0,Ta,73,5.0,1.0,5.0,4
10160,176.0,Tb3.0,Tb,65,3.0,1.0,3.0,2
10161,176.0,Tb3.3333333333333335,Tb,65,3.3333333333333335,1.0,3.3333333333333335,1
10162,176.0,Tc6.0,Tc,43,6.0,1.0,6.0,1
10163,176.0,Te-2.0,Te,52,2.0,-1.0,-2.0,2
10164,176.0,Te6.0,Te,52,6.0,1.0,6.0,1
10165,176.0,Th4.0,Th,90,4.0,1.0,4.0,1
10166,176.0,Ti2.6666666666666665,Ti,22,2.6666666666666665,1.0,2.6666666666666665,1
10167,176.0,Ti4.0,Ti,22,4.0,1.0,4.0,3
